Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem
fig|362418.15.peg.748	CDS	NZ_JPRL01000001	797709	800381	3	+	2673	hypothetical protein	- none -
fig|362418.15.peg.749	CDS	NZ_JPRL01000001	800992	800417	-1	-	576	Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy	Biotin biosynthesis Experimental
fig|362418.15.peg.750	CDS	NZ_JPRL01000001	801196	802734	1	+	1539	Glycyl-tRNA synthetase (EC 6.1.1.14)	Glycyl-tRNA synthetase containing cluster; <br>tRNA aminoacylation, Gly
fig|362418.15.peg.751	CDS	NZ_JPRL01000001	803016	803825	3	+	810	Autolysis response regulater LytR	- none -
fig|362418.15.peg.752	CDS	NZ_JPRL01000001	803999	804316	2	+	318	hypothetical protein	- none -
fig|362418.15.peg.753	CDS	NZ_JPRL01000001	804393	806474	3	+	2082	Two-component system sensor histidine kinase	- none -
fig|362418.15.peg.754	CDS	NZ_JPRL01000001	806464	807162	1	+	699	Regulatory protein, LuxR:Response regulator receiver	- none -
fig|362418.15.peg.755	CDS	NZ_JPRL01000001	808295	807249	-2	-	1047	Thiamine-monophosphate kinase (EC 2.7.4.16)	5-FCL-like protein; <br>Riboflavin synthesis cluster; <br>Thiamin biosynthesis
fig|362418.15.peg.756	CDS	NZ_JPRL01000001	808494	808982	3	+	489	hypothetical protein	- none -
fig|362418.15.peg.757	CDS	NZ_JPRL01000001	809984	809028	-2	-	957	Transcriptional regulator, YafY family	- none -
fig|362418.15.peg.758	CDS	NZ_JPRL01000001	810197	810715	2	+	519	hypothetical protein	- none -
fig|362418.15.peg.759	CDS	NZ_JPRL01000001	810733	811227	1	+	495	hypothetical protein	- none -
fig|362418.15.peg.760	CDS	NZ_JPRL01000001	813101	811305	-2	-	1797	Translation elongation factor LepA	Translation elongation factors bacterial
fig|362418.15.peg.761	CDS	NZ_JPRL01000001	813962	813264	-2	-	699	Hypothetical Nudix-like regulator	- none -
fig|362418.15.peg.762	CDS	NZ_JPRL01000001	814721	814005	-2	-	717	Hypothetical Nudix-like regulator	- none -
fig|362418.15.peg.763	CDS	NZ_JPRL01000001	815110	815364	1	+	255	hypothetical protein	- none -
fig|362418.15.peg.764	CDS	NZ_JPRL01000001	815451	818564	3	+	3114	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -
fig|362418.15.peg.765	CDS	NZ_JPRL01000001	818577	820157	3	+	1581	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -
fig|362418.15.peg.766	CDS	NZ_JPRL01000001	820175	821056	2	+	882	hypothetical protein	- none -
fig|362418.15.peg.767	CDS	NZ_JPRL01000001	821188	823674	1	+	2487	beta-galactosidase (EC 3.2.1.23)	- none -
fig|362418.15.peg.768	CDS	NZ_JPRL01000001	823799	826198	2	+	2400	alpha-xylosidase (EC 3.2.1.177)	- none -
fig|362418.15.peg.769	CDS	NZ_JPRL01000001	826576	828582	1	+	2007	Alpha-glucosidase (EC 3.2.1.20)	- none -
fig|362418.15.peg.770	CDS	NZ_JPRL01000001	828886	830457	1	+	1572	Xylan 1,4-beta-xylosidase (EC 3.2.1.37)	- none -
fig|362418.15.peg.771	CDS	NZ_JPRL01000001	830562	832787	3	+	2226	Thermostable beta-glucosidase B (EC 3.2.1.21) (Gentiobiase) (Cellobiase) (Beta-D-glucoside glucohydrolase)	- none -
fig|362418.15.peg.772	CDS	NZ_JPRL01000001	832854	834116	3	+	1263	Endo-1,4-beta-xylanase (EC 3.2.1.8)	- none -
fig|362418.15.peg.773	CDS	NZ_JPRL01000001	834230	836176	2	+	1947	Sialic acid-specific 9-O-acetylesterase	- none -
fig|362418.15.peg.774	CDS	NZ_JPRL01000001	836504	838900	2	+	2397	Putative large secreted protein SCO0341	- none -
fig|362418.15.peg.775	CDS	NZ_JPRL01000001	839724	839161	-3	-	564	hypothetical protein	- none -
fig|362418.15.peg.776	CDS	NZ_JPRL01000001	839964	840320	3	+	357	hypothetical protein	- none -
fig|362418.15.peg.777	CDS	NZ_JPRL01000001	840375	840902	3	+	528	hypothetical protein	- none -
fig|362418.15.peg.778	CDS	NZ_JPRL01000001	841105	842124	1	+	1020	Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)	tRNA aminoacylation, Phe
fig|362418.15.peg.779	CDS	NZ_JPRL01000001	842224	842631	1	+	408	FIG00907129: hypothetical protein	- none -
fig|362418.15.peg.780	CDS	NZ_JPRL01000001	844075	842936	-1	-	1140	Methylamine utilization protein mauG precursor	- none -
fig|362418.15.peg.781	CDS	NZ_JPRL01000001	845673	844078	-3	-	1596	hypothetical protein	- none -
fig|362418.15.peg.782	CDS	NZ_JPRL01000001	846992	845685	-2	-	1308	hypothetical protein	- none -
fig|362418.15.peg.783	CDS	NZ_JPRL01000001	849682	847010	-1	-	2673	putative outer membrane receptor	- none -
fig|362418.15.peg.784	CDS	NZ_JPRL01000001	851073	850078	-3	-	996	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	- none -
fig|362418.15.peg.785	CDS	NZ_JPRL01000001	852496	851339	-1	-	1158	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)	Butanol Biosynthesis
fig|362418.15.peg.786	CDS	NZ_JPRL01000001	853628	852864	-2	-	765	Intracellular protease	- none -
fig|362418.15.peg.787	CDS	NZ_JPRL01000001	853713	854618	3	+	906	Transcriptional regulator, LysR family	- none -
fig|362418.15.peg.788	CDS	NZ_JPRL01000001	854670	855029	3	+	360	hypothetical protein	- none -
fig|362418.15.peg.789	CDS	NZ_JPRL01000001	855152	855508	2	+	357	hypothetical protein	- none -
fig|362418.15.peg.790	CDS	NZ_JPRL01000001	855622	856314	1	+	693	Hypothetical Nudix-like regulator	- none -
fig|362418.15.peg.791	CDS	NZ_JPRL01000001	856324	857526	1	+	1203	hypothetical protein	- none -
fig|362418.15.peg.792	CDS	NZ_JPRL01000001	857528	862930	2	+	5403	hypothetical protein	- none -
fig|362418.15.peg.793	CDS	NZ_JPRL01000001	863023	863856	1	+	834	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	De Novo Purine Biosynthesis; <br>Pentose phosphate pathway
fig|362418.15.peg.794	CDS	NZ_JPRL01000001	863853	864320	3	+	468	hypothetical protein	- none -
fig|362418.15.peg.795	CDS	NZ_JPRL01000001	864322	864858	1	+	537	Uncharacterized protein COG3236	- none -
fig|362418.15.peg.796	CDS	NZ_JPRL01000001	864867	865280	3	+	414	ADP-ribosylglycohydrolase	- none -
fig|362418.15.peg.797	CDS	NZ_JPRL01000001	865277	866731	2	+	1455	O-acetyl-ADP-ribose deacetylase	- none -
fig|362418.15.peg.798	CDS	NZ_JPRL01000001	866748	867218	3	+	471	hypothetical protein	- none -
fig|362418.15.peg.799	CDS	NZ_JPRL01000001	867243	868067	3	+	825	hypothetical protein	- none -
fig|362418.15.peg.800	CDS	NZ_JPRL01000001	868159	868704	1	+	546	RNA:NAD 2&#39;-phosphotransferase	- none -
fig|362418.15.peg.801	CDS	NZ_JPRL01000001	868723	869562	1	+	840	COG1397: ADP-ribosylglycohydrolase	- none -
fig|362418.15.peg.802	CDS	NZ_JPRL01000001	869803	870138	1	+	336	hypothetical protein	- none -
fig|362418.15.peg.803	CDS	NZ_JPRL01000001	870141	870995	3	+	855	hypothetical protein	- none -
fig|362418.15.peg.804	CDS	NZ_JPRL01000001	870999	872075	3	+	1077	Adenylosuccinate synthetase-like protein	- none -
fig|362418.15.peg.805	CDS	NZ_JPRL01000001	872094	872408	3	+	315	hypothetical protein	- none -
fig|362418.15.peg.806	CDS	NZ_JPRL01000001	872405	873856	2	+	1452	Nicotinamide phosphoribosyltransferase (EC 2.4.2.12)	NAD and NADP cofactor biosynthesis global
fig|362418.15.peg.807	CDS	NZ_JPRL01000001	874626	873922	-3	-	705	hypothetical protein	- none -
fig|362418.15.peg.808	CDS	NZ_JPRL01000001	875208	874627	-3	-	582	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	NAD and NADP cofactor biosynthesis global
fig|362418.15.peg.809	CDS	NZ_JPRL01000001	875605	875240	-1	-	366	hypothetical protein	- none -
fig|362418.15.peg.810	CDS	NZ_JPRL01000001	876230	875658	-2	-	573	Guanylate kinase (EC 2.7.4.8)	Purine conversions
fig|362418.15.peg.811	CDS	NZ_JPRL01000001	876703	876317	-1	-	387	hypothetical protein	- none -
fig|362418.15.peg.812	CDS	NZ_JPRL01000001	877628	876768	-2	-	861	UPF0701 protein YicC	- none -
fig|362418.15.peg.813	CDS	NZ_JPRL01000001	878217	877834	-3	-	384	hypothetical protein	- none -
fig|362418.15.peg.814	CDS	NZ_JPRL01000001	878261	878716	2	+	456	hypothetical protein	- none -
fig|362418.15.peg.815	CDS	NZ_JPRL01000001	879243	878749	-3	-	495	Septum-associated rare lipoprotein A	- none -
fig|362418.15.peg.816	CDS	NZ_JPRL01000001	879757	879332	-1	-	426	Uncharacterized protein Fjoh_0737	- none -
fig|362418.15.peg.817	CDS	NZ_JPRL01000001	882689	879864	-2	-	2826	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -
fig|362418.15.peg.818	CDS	NZ_JPRL01000001	884653	883010	-1	-	1644	Glucose-6-phosphate isomerase (EC 5.3.1.9)	- none -
fig|362418.15.peg.819	CDS	NZ_JPRL01000001	885259	884771	-1	-	489	hypothetical protein	- none -
fig|362418.15.peg.820	CDS	NZ_JPRL01000001	885829	885269	-1	-	561	hypothetical protein	- none -
fig|362418.15.peg.821	CDS	NZ_JPRL01000001	885925	886767	1	+	843	Transcriptional regulator, AraC family	- none -
fig|362418.15.peg.822	CDS	NZ_JPRL01000001	887401	886781	-1	-	621	hypothetical protein	- none -
fig|362418.15.peg.823	CDS	NZ_JPRL01000001	888662	887442	-2	-	1221	Peptidase, M23/M37 family	- none -
fig|362418.15.peg.824	CDS	NZ_JPRL01000001	889634	888702	-2	-	933	Tryptophan 2,3-dioxygenase (EC 1.13.11.11)	Aromatic amino acid degradation; <br>NAD and NADP cofactor biosynthesis global
fig|362418.15.peg.825	CDS	NZ_JPRL01000001	890404	889634	-1	-	771	ATP-dependent exoDNAse (exonuclease V) alpha subunit - helicase superfamily I member	- none -
fig|362418.15.peg.826	CDS	NZ_JPRL01000001	891864	890704	-3	-	1161	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Aromatic amino acid degradation; <br>Homogentisate pathway of aromatic compound degradation
fig|362418.15.peg.827	CDS	NZ_JPRL01000001	893244	892087	-3	-	1158	Homogentisate 1,2-dioxygenase (EC 1.13.11.5)	Homogentisate pathway of aromatic compound degradation
fig|362418.15.peg.828	CDS	NZ_JPRL01000001	895750	893456	-1	-	2295	putative patatin-like phospholipase	- none -
fig|362418.15.peg.829	CDS	NZ_JPRL01000001	896323	895823	-1	-	501	hypothetical protein	- none -
fig|362418.15.peg.830	CDS	NZ_JPRL01000001	898124	896328	-2	-	1797	Excinuclease ABC subunit C	DNA repair, UvrABC system
fig|362418.15.peg.831	CDS	NZ_JPRL01000001	898757	898230	-2	-	528	hypothetical protein	- none -
fig|362418.15.peg.832	CDS	NZ_JPRL01000001	898860	899843	3	+	984	Predicted deacylase	- none -
fig|362418.15.peg.833	CDS	NZ_JPRL01000001	899833	900402	1	+	570	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	5-FCL-like protein; <br>Folate Biosynthesis; <br>One-carbon metabolism by tetrahydropterines
fig|362418.15.peg.834	CDS	NZ_JPRL01000001	900428	900580	2	+	153	hypothetical protein	- none -
fig|362418.15.peg.835	CDS	NZ_JPRL01000001	900644	900973	2	+	330	hypothetical protein	- none -
fig|362418.15.peg.836	CDS	NZ_JPRL01000001	901229	902791	2	+	1563	Putative von Willebrand factor, vWF type A domain protein STM2315	- none -
fig|362418.15.peg.837	CDS	NZ_JPRL01000001	903625	902876	-1	-	750	Aerotolerance protein BatE	- none -
fig|362418.15.peg.838	CDS	NZ_JPRL01000001	905462	903714	-2	-	1749	Aerotolerance protein BatD	- none -
fig|362418.15.peg.839	CDS	NZ_JPRL01000001	906352	905591	-1	-	762	Aerotolerance protein BatC	- none -
fig|362418.15.peg.840	CDS	NZ_JPRL01000001	907432	906395	-1	-	1038	Aerotolerance protein BatB	- none -
fig|362418.15.peg.841	CDS	NZ_JPRL01000001	908566	907562	-1	-	1005	Aerotolerance protein BatA	- none -
fig|362418.15.peg.842	CDS	NZ_JPRL01000001	910200	908566	-3	-	1635	FIG00936810: hypothetical protein	- none -
fig|362418.15.peg.843	CDS	NZ_JPRL01000001	910641	910402	-3	-	240	four helix bundle protein	- none -
fig|362418.15.peg.844	CDS	NZ_JPRL01000001	911571	910708	-3	-	864	hypothetical protein PA3071	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms
fig|362418.15.peg.845	CDS	NZ_JPRL01000001	912656	911652	-2	-	1005	MoxR-like ATPase in aerotolerance operon	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms
fig|362418.15.peg.846	CDS	NZ_JPRL01000001	912870	913745	3	+	876	Oxidoreductase YdhF	- none -
fig|362418.15.peg.847	CDS	NZ_JPRL01000001	913761	914267	3	+	507	acetyltransferase	- none -
fig|362418.15.peg.848	CDS	NZ_JPRL01000001	914449	915201	1	+	753	Oxidoreductase, short-chain dehydrogenase/reductase family	- none -
fig|362418.15.peg.849	CDS	NZ_JPRL01000001	915346	916485	1	+	1140	hypothetical protein	- none -
fig|362418.15.peg.850	CDS	NZ_JPRL01000001	917293	916550	-1	-	744	hypothetical protein	- none -
fig|362418.15.peg.851	CDS	NZ_JPRL01000001	917467	918609	1	+	1143	Cystathionine gamma-lyase (EC 4.4.1.1)	Cysteine Biosynthesis; <br>Glycine and Serine Utilization; <br>Methionine Biosynthesis; <br>Methionine Degradation
fig|362418.15.peg.852	CDS	NZ_JPRL01000001	919478	918684	-2	-	795	hypothetical protein	- none -
fig|362418.15.peg.853	CDS	NZ_JPRL01000001	919805	921148	2	+	1344	NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	Glutamate dehydrogenases; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Proline Synthesis
fig|362418.15.peg.854	CDS	NZ_JPRL01000001	921284	923566	2	+	2283	Immunoreactive 84kD antigen PG93	- none -
fig|362418.15.peg.855	CDS	NZ_JPRL01000001	923622	925070	3	+	1449	Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-)	- none -
fig|362418.15.peg.856	CDS	NZ_JPRL01000001	925074	926021	3	+	948	hypothetical protein	- none -
fig|362418.15.peg.857	CDS	NZ_JPRL01000001	926066	926779	2	+	714	DNA recombination and repair protein RecO	CBSS-176299.4.peg.1292; <br>DNA repair, bacterial RecFOR pathway; <br>Glycyl-tRNA synthetase containing cluster
fig|362418.15.peg.858	CDS	NZ_JPRL01000001	926910	930311	3	+	3402	Isoleucyl-tRNA synthetase (EC 6.1.1.5)	tRNA aminoacylation, Ile
fig|362418.15.peg.859	CDS	NZ_JPRL01000001	930321	930701	3	+	381	DnaK suppressor protein, putative	- none -
fig|362418.15.peg.860	CDS	NZ_JPRL01000001	931330	930950	-1	-	381	hypothetical protein	- none -
fig|362418.15.peg.861	CDS	NZ_JPRL01000001	931717	931361	-1	-	357	hypothetical protein	- none -
fig|362418.15.peg.862	CDS	NZ_JPRL01000001	931897	932112	1	+	216	hypothetical protein	- none -
fig|362418.15.peg.863	CDS	NZ_JPRL01000001	932233	932850	1	+	618	Lipoprotein signal peptidase (EC 3.4.23.36)	Signal peptidase
fig|362418.15.peg.864	CDS	NZ_JPRL01000001	933229	936387	1	+	3159	ATP-dependent helicase	- none -
fig|362418.15.peg.865	CDS	NZ_JPRL01000001	936459	937652	3	+	1194	2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	Glycine Biosynthesis; <br>Glycine and Serine Utilization
fig|362418.15.peg.866	CDS	NZ_JPRL01000001	937766	939226	2	+	1461	OmpA domain protein	- none -
fig|362418.15.peg.867	CDS	NZ_JPRL01000001	939263	942052	2	+	2790	hypothetical protein	- none -
fig|362418.15.peg.868	CDS	NZ_JPRL01000001	942463	942251	-1	-	213	hypothetical protein	- none -
fig|362418.15.peg.869	CDS	NZ_JPRL01000001	942706	942563	-1	-	144	hypothetical protein	- none -
fig|362418.15.peg.870	CDS	NZ_JPRL01000001	942799	942912	1	+	114	hypothetical protein	- none -
fig|362418.15.peg.871	CDS	NZ_JPRL01000001	942995	943315	2	+	321	hypothetical protein	- none -
fig|362418.15.peg.872	CDS	NZ_JPRL01000001	943335	943709	3	+	375	hypothetical protein	- none -
fig|362418.15.peg.873	CDS	NZ_JPRL01000001	944564	943788	-2	-	777	Hydrolase, alpha/beta fold family	- none -
fig|362418.15.peg.874	CDS	NZ_JPRL01000001	946046	944754	-2	-	1293	Xaa-Pro aminopeptidase (EC 3.4.11.9)	Aminopeptidases (EC 3.4.11.-)
fig|362418.15.peg.875	CDS	NZ_JPRL01000001	946614	946913	3	+	300	hypothetical protein	- none -
fig|362418.15.peg.876	CDS	NZ_JPRL01000001	947116	947808	1	+	693	hypothetical protein	- none -
fig|362418.15.peg.877	CDS	NZ_JPRL01000001	947886	948530	3	+	645	hypothetical protein	- none -
fig|362418.15.peg.878	CDS	NZ_JPRL01000001	948548	948673	2	+	126	hypothetical protein	- none -
fig|362418.15.peg.879	CDS	NZ_JPRL01000001	948705	949316	3	+	612	hypothetical protein	- none -
fig|362418.15.peg.880	CDS	NZ_JPRL01000001	949438	950100	1	+	663	hypothetical protein	- none -
fig|362418.15.peg.881	CDS	NZ_JPRL01000001	950236	950691	1	+	456	hypothetical protein	- none -
fig|362418.15.peg.882	CDS	NZ_JPRL01000001	950773	951513	1	+	741	hypothetical protein	- none -
fig|362418.15.peg.883	CDS	NZ_JPRL01000001	951614	952168	2	+	555	hypothetical protein	- none -
fig|362418.15.peg.884	CDS	NZ_JPRL01000001	952229	953074	2	+	846	hypothetical protein	- none -
fig|362418.15.peg.885	CDS	NZ_JPRL01000001	953126	953497	2	+	372	hypothetical protein	- none -
fig|362418.15.peg.886	CDS	NZ_JPRL01000001	953574	953759	3	+	186	hypothetical protein	- none -
fig|362418.15.peg.887	CDS	NZ_JPRL01000001	954038	955396	2	+	1359	hypothetical protein	- none -
fig|362418.15.peg.888	CDS	NZ_JPRL01000001	956831	955470	-2	-	1362	Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	Isoprenoid Biosynthesis; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Mevalonate Branch of Isoprenoid Biosynthesis
fig|362418.15.peg.889	CDS	NZ_JPRL01000001	957188	957853	2	+	666	Succinate dehydrogenase cytochrome b subunit	- none -
fig|362418.15.peg.890	CDS	NZ_JPRL01000001	957865	959865	1	+	2001	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	- none -
fig|362418.15.peg.891	CDS	NZ_JPRL01000001	959958	960704	3	+	747	Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)	- none -
fig|362418.15.peg.892	CDS	NZ_JPRL01000001	960860	961636	2	+	777	Transcriptional repressor of the fructose operon, DeoR family	- none -
fig|362418.15.peg.893	CDS	NZ_JPRL01000001	961646	962413	2	+	768	Aliphatic amidase AmiE (EC 3.5.1.4)	- none -
fig|362418.15.peg.894	CDS	NZ_JPRL01000001	964098	962410	-3	-	1689	hypothetical protein	- none -
fig|362418.15.peg.895	CDS	NZ_JPRL01000001	964269	965273	3	+	1005	hypothetical protein	- none -
fig|362418.15.peg.896	CDS	NZ_JPRL01000001	965233	967554	1	+	2322	hypothetical protein	- none -
fig|362418.15.peg.897	CDS	NZ_JPRL01000001	967586	967990	2	+	405	Lactoylglutathione lyase and related lyases	- none -
fig|362418.15.peg.898	CDS	NZ_JPRL01000001	968431	968556	1	+	126	hypothetical protein	- none -
fig|362418.15.peg.899	CDS	NZ_JPRL01000001	968605	968721	1	+	117	hypothetical protein	- none -
fig|362418.15.peg.900	CDS	NZ_JPRL01000001	968726	970090	2	+	1365	hypothetical protein	- none -
fig|362418.15.peg.901	CDS	NZ_JPRL01000001	970773	970300	-3	-	474	Phage capsid and scaffold	Phage capsid proteins
fig|362418.15.peg.902	CDS	NZ_JPRL01000001	971942	970776	-2	-	1167	hypothetical protein	- none -
fig|362418.15.peg.903	CDS	NZ_JPRL01000001	973370	971952	-2	-	1419	hypothetical protein	- none -
fig|362418.15.peg.904	CDS	NZ_JPRL01000001	973694	974425	2	+	732	hypothetical protein	- none -
fig|362418.15.peg.905	CDS	NZ_JPRL01000001	974468	974884	2	+	417	Very-short-patch mismatch repair endonuclease (G-T specific)	DNA repair, bacterial
fig|362418.15.peg.906	CDS	NZ_JPRL01000001	974888	976114	2	+	1227	hypothetical protein	- none -
fig|362418.15.peg.907	CDS	NZ_JPRL01000001	977093	976098	-2	-	996	DNA-cytosine methyltransferase (EC 2.1.1.37)	DNA repair, bacterial
fig|362418.15.peg.908	CDS	NZ_JPRL01000001	977707	977949	1	+	243	hypothetical protein	- none -
fig|362418.15.peg.909	CDS	NZ_JPRL01000001	978572	977982	-2	-	591	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	Riboflavin, FMN and FAD metabolism; <br>Riboflavin synthesis cluster; <br>riboflavin to FAD
fig|362418.15.peg.910	CDS	NZ_JPRL01000001	978630	979679	3	+	1050	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	ECSIG4-SIG7; <br>Pyridoxin (Vitamin B6) Biosynthesis
fig|362418.15.peg.911	CDS	NZ_JPRL01000001	979785	980327	3	+	543	FIG01269488: protein, clustered with ribosomal protein L32p	- none -
fig|362418.15.peg.912	CDS	NZ_JPRL01000001	980337	980531	3	+	195	LSU ribosomal protein L32p @ LSU ribosomal protein L32p, zinc-independent	- none -
fig|362418.15.peg.913	CDS	NZ_JPRL01000001	980705	981703	2	+	999	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)	- none -
fig|362418.15.peg.914	CDS	NZ_JPRL01000001	981727	982209	1	+	483	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	Fatty Acid Biosynthesis FASII
fig|362418.15.peg.915	CDS	NZ_JPRL01000001	982322	983668	2	+	1347	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	Fatty Acid Biosynthesis FASII
fig|362418.15.peg.916	CDS	NZ_JPRL01000001	983998	984294	1	+	297	hypothetical protein	- none -
fig|362418.15.peg.917	CDS	NZ_JPRL01000001	984346	984642	1	+	297	hypothetical protein	- none -
fig|362418.15.peg.918	CDS	NZ_JPRL01000001	984667	984957	1	+	291	hypothetical protein	- none -
fig|362418.15.peg.919	CDS	NZ_JPRL01000001	984976	985272	1	+	297	hypothetical protein	- none -
fig|362418.15.peg.920	CDS	NZ_JPRL01000001	985291	985593	1	+	303	hypothetical protein	- none -
fig|362418.15.peg.921	CDS	NZ_JPRL01000001	985722	987068	3	+	1347	Transcriptional regulatory protein zraR	- none -
