Function,Subsystem,NCBI GI,locus,System,Category
ATP synthase F0 sector subunit b (EC 3.6.3.14),F0F1-type ATP synthase, , ,ATP synthases,Respiration
ATP synthase F0 sector subunit c (EC 3.6.3.14),F0F1-type ATP synthase, , ,ATP synthases,Respiration
ATP synthase F0 sector subunit a (EC 3.6.3.14),F0F1-type ATP synthase, , ,ATP synthases,Respiration
Polymer-forming bactofilin,- none -, , ,none,none
TPR domain protein,- none -, , ,none,none
ATP-binding protein,- none -, , ,none,none
"Transcriptional regulator, PadR family",none, , ,RNA processing and modification,RNA Metabolism
Flavodoxin reductases (ferredoxin-NADPH reductases) family 1,Anaerobic respiratory reductases, , ,Electron accepting reactions,Respiration
ADP-heptose:LPS heptosyltransferase,- none -, , ,none,none
Uracil phosphoribosyltransferase (EC 2.4.2.9),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
Uncharacterized integral membrane protein,- none -, , ,none,none
Phosphoribosylamine--glycine ligase (EC 6.3.4.13),De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
Capsular polysaccharide biosynthesis protein,Capsular Polysaccharides Biosynthesis and Assembly; Polysaccharide biosynthesis, , ,Capsular and extracellular polysacchrides; Polysaccharides,Carbohydrates; Cell Wall and Capsule
Putative N-acetylgalactosaminyl-diphosphoundecaprenol glucuronosyltransferase,Teichuronic acid biosynthesis, , ,Gram-Positive cell wall components,Cell Wall and Capsule
Glycosyltransferase,- none -, , ,none,none
UDP-glucuronate decarboxylase (EC 4.1.1.35),- none -, , ,none,none
"Alpha-D-GlcNAc alpha-1,2-L-rhamnosyltransferase (EC 2.4.1.-)",Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Dolichyl phosphate glucosyltransferase,- none -, , ,none,none
dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133),Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)",Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24),Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
putative auxin-regulated protein,- none -, , ,none,none
Lipoprotein NlpD precursor,- none -, , ,none,none
Twin-arginine translocation protein TatA,Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related; <br>Twin-arginine translocation system, , ,Protein translocation across cytoplasmic membrane,Membrane Transport
Transcription accessory protein (S1 RNA-binding domain),CBSS-243265.1.peg.198; <br>Cell division-ribosomal stress proteins cluster; <br>Transcription factors bacterial, , ,Transcription,RNA Metabolism
"membrane protein, putative",- none -, , ,none,none
FIG00649718: hypothetical protein,- none -, , ,none,none
Ribose-5-phosphate isomerase B (EC 5.3.1.6),- none -, , ,none,none
3&#39;-to-5&#39; exoribonuclease RNase R,"RNA processing and degradation, bacterial", , ,RNA processing and modification,RNA Metabolism
Lysine exporter protein,- none -, , ,none,none
Dihydroneopterin aldolase (EC 4.1.2.25),Folate Biosynthesis; <br>Folate biosynthesis cluster, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Glutaminyl-tRNA synthetase (EC 6.1.1.18),"tRNA aminoacylation, Glu and Gln", , ,Protein biosynthesis,Protein Metabolism
Protein QmcA (possibly involved in integral membrane quality control),- none -, , ,none,none
Glutamyl-tRNA synthetase (EC 6.1.1.17),"Heme and Siroheme Biosynthesis; <br>tRNA aminoacylation, Glu and Gln", , ,Protein biosynthesis; Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Protein Metabolism"
"liver stage antigen, putative",- none -, , ,none,none
"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly",CBSS-56780.10.peg.1536; <br>Glycyl-tRNA synthetase containing cluster, , ,none,none
tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmG,RNA methylation, , ,RNA processing and modification,RNA Metabolism
SAM-dependent methyltransferase BT3209,- none -, , ,none,none
Outer membrane protein H precursor,Periplasmic Stress Response, , ,Periplasmic Stress,Stress Response
Related to 5&#39; to 3&#39; DNA helicase,DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
DNA polymerase III delta prime subunit (EC 2.7.7.7),DNA polymerase, , ,DNA replication,DNA Metabolism
Maltose O-acetyltransferase (EC 2.3.1.79),- none -, , ,none,none
PROBABLE REMNANT OF A TRANSPOSASE GENE PROTEIN,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Phosphoglycerate kinase (EC 2.7.2.3),- none -, , ,none,none
Membrane-bound lytic murein transglycosylase D,- none -, , ,none,none
N-acetyltransferase ElaA,- none -, , ,none,none
Outer membrane protein,- none -, , ,none,none
Carboxy-terminal processing protease,Protein degradation, , ,Protein degradation,Protein Metabolism
Ribonuclease P protein component (EC 3.1.26.5),tRNA processing, , ,RNA processing and modification,RNA Metabolism
Zn-dependent aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Protease precursor,Protein degradation, , ,Protein degradation,Protein Metabolism
MBL-fold metallo-hydrolase superfamily,- none -, , ,none,none
probable iron binding protein from the HesB_IscA_SufA family,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Iron-sulfur cluster assembly protein SufB,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
YoeB toxin protein,- none -, , ,none,none
Iron-sulfur cluster assembly ATPase protein SufC,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Iron-sulfur cluster assembly protein SufD,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
Cysteine desulfurase (EC 2.8.1.7) => SufS,- none -, , ,none,none
Sulfur acceptor protein => iron-sulfur cluster assembly SufE,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
PaaD-like protein (DUF59) involved in Fe-S cluster assembly,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Phosphoglycerate mutase (EC 5.4.2.11),- none -, , ,none,none
"ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Cobalt/zinc/cadmium efflux RND transporter, membrane fusion protein, CzcB family",Cobalt-zinc-cadmium resistance; none, , ,Membrane Transport - no subcategory; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
Zinc-type alcohol dehydrogenase-like protein,- none -, , ,none,none
"Cupin 2, conserved barrel domain protein",- none -, , ,none,none
NAD(P)H dehydrogenase (quinone) (EC 1.6.5.2),- none -, , ,none,none
"Transcriptional regulator, LysR family",none, , ,RNA processing and modification,RNA Metabolism
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Inner membrane protein RclC associated with response to reactive chlorine species,- none -, , ,none,none
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
"Transcriptional regulator, HxlR family",none, , ,RNA processing and modification,RNA Metabolism
Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34),- none -, , ,none,none
4-carboxymuconolactone decarboxylase (EC 4.1.1.44),- none -, , ,none,none
Short-chain dehydrogenase,- none -, , ,none,none
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
putative membrane protein,- none -, , ,none,none
FIG001196: Membrane protein YedZ,- none -, , ,none,none
SAM-dependent methyltransferase,- none -, , ,none,none
"putative transcriptional regulator, Fis family protein",none, , ,RNA processing and modification,RNA Metabolism
Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase),- none -, , ,none,none
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Probable Co/Zn/Cd efflux system membrane fusion protein,Cobalt-zinc-cadmium resistance, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Probable Co/Zn/Cd efflux system membrane fusion protein,Cobalt-zinc-cadmium resistance, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
RND multidrug efflux transporter; Acriflavin resistance protein,none, , ,Membrane Transport - no subcategory; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
Outer membrane efflux protein,- none -, , ,none,none
"Transcriptional regulator, TetR family",none, , ,RNA processing and modification,RNA Metabolism
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Inner membrane protein RclC associated with response to reactive chlorine species,- none -, , ,none,none
Regulator of competence-specific genes,- none -, , ,none,none
Outer membrane protein romA,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Short-chain dehydrogenase/reductase SDR,- none -, , ,none,none
Short-chain dehydrogenase/reductase SDR,- none -, , ,none,none
Protein of unknown function (DUF1501),- none -, , ,none,none
Membrane-bound metal-dependent hydrolase,- none -, , ,none,none
Bacterial non-heme ferritin (EC 1.16.3.2),- none -, , ,none,none
DNA topoisomerase III (EC 5.99.1.2),"DNA processing cluster; <br>DNA topoisomerases, Type I, ATP-independent", , ,"DNA replication; DNA uptake, competence",DNA Metabolism
"Dodecin, a flavin storage/sequestration protein",- none -, , ,none,none
Hemerythrin HHE cation binding region,- none -, , ,none,none
Cell surface protein,- none -, , ,none,none
SAM-dependent methyltransferase,- none -, , ,none,none
protein of unknown function DUF421,- none -, , ,none,none
"Efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Threonyl-tRNA synthetase (EC 6.1.1.3),"tRNA aminoacylation, Thr", , ,Protein biosynthesis,Protein Metabolism
Translation initiation factor 3,Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins); <br>Translation initiation factors bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
LSU ribosomal protein L35p,Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins), , ,Invasion and intracellular resistance,"Virulence, Disease and Defense"
LSU ribosomal protein L20p,Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins), , ,Invasion and intracellular resistance,"Virulence, Disease and Defense"
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
"TTP-dependent protein, related to E1 component of pyruvate/2-oxoglutarate/acetoin dehydrogenase",- none -, , ,none,none
Oxidoreductase,- none -, , ,none,none
Translation initiation factor SUI1-related protein,Translation initiation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Purine nucleoside phosphorylase (EC 2.4.2.1),Adenosyl nucleosidases; <br>Deoxyribose and Deoxynucleoside Catabolism; <br>Purine conversions; <br>pyrimidine conversions, , ,Monosaccharides; Nucleosides and Nucleotides - no subcategory; Purines; Pyrimidines,Carbohydrates; Nucleosides and Nucleotides
ACR269Cp,- none -, , ,none,none
Uncharacterized LysM domain protein YgaU,- none -, , ,none,none
"Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)",- none -, , ,none,none
Cytosol nonspecific dipeptidase (EC 3.4.13.18),Dipeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
FIG00431159: hypothetical protein,- none -, , ,none,none
Uncharacterized Nudix hydrolase NudL,- none -, , ,none,none
"UDP-2,3-diacylglucosamine diphosphatase (EC 3.6.1.54)",- none -, , ,none,none
Single-stranded-DNA-specific exonuclease RecJ,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
ATPase,- none -, , ,none,none
Type III effector HopPmaJ,- none -, , ,none,none
OsmC/Ohr family protein,- none -, , ,none,none
16S rRNA (cytidine(1402)-2&#39;-O)-methyltransferase (EC 2.1.1.198),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Thymidine kinase (EC 2.7.1.21),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) / Alanine racemase (EC 5.1.1.1),Alanine biosynthesis; <br>Pyruvate Alanine Serine Interconversions, , ,"Alanine, serine, and glycine; Central carbohydrate metabolism",Amino Acids and Derivatives; Carbohydrates
Large-conductance mechanosensitive channel,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch; <br>Threonine and Homoserine Biosynthesis", , ,"Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Outer membrane hemin receptor,- none -, , ,none,none
Prolyl endopeptidase (EC 3.4.21.26),Protein degradation; Serine endopeptidase (EC 3.4.21.-), , ,Protein degradation,Protein Metabolism
Monofunctional biosynthetic peptidoglycan transglycosylase,- none -, , ,none,none
Oxidoreductase,- none -, , ,none,none
Prolyl oligopeptidase family protein,Protein degradation, , ,Protein degradation,Protein Metabolism
Putative DNA-binding protein in cluster with Type I restriction-modification system,Restriction-Modification System; Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
Aminopeptidase C (EC 3.4.22.40),Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Transcriptional regulatory protein zraR,none, , ,RNA processing and modification,RNA Metabolism
Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14),Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
Biotin carboxyl carrier protein of acetyl-CoA carboxylase,Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)",- none -, , ,none,none
"LSU ribosomal protein L32p @ LSU ribosomal protein L32p, zinc-independent",Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"FIG01269488: protein, clustered with ribosomal protein L32p",Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262),ECSIG4-SIG7; <br>Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9),"Riboflavin, FMN and FAD metabolism; <br>Riboflavin synthesis cluster; <br>riboflavin to FAD", , ,"Riboflavin, FMN, FAD","Cofactors, Vitamins, Prosthetic Groups, Pigments"
RecA protein,"DNA repair, bacterial; <br>DNA repair, bacterial RecFOR pathway; <br>DNA repair system including RecA, MutS and a hypothetical protein; <br>RecA and RecX", , ,DNA repair,DNA Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),- none -, , ,none,none
Tryptophanyl-tRNA synthetase (EC 6.1.1.2),"tRNA aminoacylation, Trp", , ,Protein biosynthesis,Protein Metabolism
Helix-turn-helix motif,- none -, , ,none,none
putative membrane protein,- none -, , ,none,none
Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake,CBSS-272943.3.peg.1367, , ,none,none
