Function,Subsystem,NCBI GI,locus,System,Category
Dihydroneopterin aldolase (EC 4.1.2.25),Folate Biosynthesis; <br>Folate biosynthesis cluster, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
3&#39;-to-5&#39; exoribonuclease RNase R,"RNA processing and degradation, bacterial", , ,RNA processing and modification,RNA Metabolism
Ribose-5-phosphate isomerase B (EC 5.3.1.6),- none -, , ,none,none
protein of unknown function DUF1294,- none -, , ,none,none
Transcription accessory protein (S1 RNA-binding domain),Transcription factors bacterial, , ,Transcription,RNA Metabolism
Twin-arginine translocation protein TatA,Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related; <br>Twin-arginine translocation system, , ,Protein translocation across cytoplasmic membrane,Membrane Transport
Lipoprotein NlpD precursor,- none -, , ,none,none
putative auxin-regulated protein,- none -, , ,none,none
"Alpha-D-GlcNAc alpha-1,2-L-rhamnosyltransferase (EC 2.4.1.-)",Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
UDP-glucuronate decarboxylase (EC 4.1.1.35),- none -, , ,none,none
Putative N-acetylgalactosaminyl-diphosphoundecaprenol glucuronosyltransferase,Teichuronic acid biosynthesis, , ,Gram-Positive cell wall components,Cell Wall and Capsule
Coenzyme F390 synthetase,- none -, , ,none,none
Phosphoribosylamine--glycine ligase (EC 6.3.4.13),De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
Uncharacterized integral membrane protein,- none -, , ,none,none
Uracil phosphoribosyltransferase (EC 2.4.2.9),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
ADP-heptose:LPS heptosyltransferase,- none -, , ,none,none
Flavodoxin reductases (ferredoxin-NADPH reductases) family 1,Anaerobic respiratory reductases, , ,Electron accepting reactions,Respiration
ATP-binding protein,- none -, , ,none,none
TPR domain protein,- none -, , ,none,none
Polymer-forming bactofilin,- none -, , ,none,none
ATP synthase protein I,F0F1-type ATP synthase, , ,ATP synthases,Respiration
ATP synthase F0 sector subunit a (EC 3.6.3.14),F0F1-type ATP synthase, , ,ATP synthases,Respiration
ATP synthase F0 sector subunit c (EC 3.6.3.14),F0F1-type ATP synthase, , ,ATP synthases,Respiration
ATP synthase F0 sector subunit b (EC 3.6.3.14),F0F1-type ATP synthase, , ,ATP synthases,Respiration
ATP synthase delta chain (EC 3.6.3.14),F0F1-type ATP synthase, , ,ATP synthases,Respiration
ATP synthase alpha chain (EC 3.6.3.14),F0F1-type ATP synthase, , ,ATP synthases,Respiration
ATP synthase gamma chain (EC 3.6.3.14),F0F1-type ATP synthase, , ,ATP synthases,Respiration
Histone acetyltransferase HPA2 and related acetyltransferases,- none -, , ,none,none
Polysaccharide biosynthesis protein,Polysaccharide biosynthesis, , ,Polysaccharides,Carbohydrates
Deoxyuridine 5&#39;-triphosphate nucleotidohydrolase (EC 3.6.1.23),Housecleaning nucleoside triphosphate pyrophosphatases; <br>Nudix proteins (nucleoside triphosphate hydrolases), , ,Detoxification,Nucleosides and Nucleotides
Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24),Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
TPR domain protein,- none -, , ,none,none
Murein hydrolase activator EnvC,- none -, , ,none,none
Ribosome-binding factor A,CBSS-138119.3.peg.2719; <br>NusA-TFII Cluster; <br>Translation initiation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Lipoprotein releasing system transmembrane protein LolC/LolE,Lipoprotein-releasing system, , ,ABC transporters,Membrane Transport
Na+-driven multidrug efflux pump,- none -, , ,none,none
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
tRNA-dihydrouridine synthase DusB,- none -, , ,none,none
Coenzyme A ligase,- none -, , ,none,none
Carotenoid cis-trans isomerase,- none -, , ,none,none
"membrane protein, inferred for ABFAE pathway",- none -, , ,none,none
"Glycosyl transferase, group 2 family",- none -, , ,none,none
"3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)",Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
FIG027190: Putative transmembrane protein,- none -, , ,none,none
Peptidoglycan N-acetylglucosamine deacetylase (EC 3.5.1.-),Polysaccharide deacetylases, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",- none -, , ,none,none
Acyl carrier protein,Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",- none -, , ,none,none
FIG002571: 4-hydroxybenzoyl-CoA thioesterase domain protein,- none -, , ,none,none
"Domain of unknown function / Efflux ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Efflux ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
FIG00655207: hypothetical protein,- none -, , ,none,none
3-hydroxydecanoyl-[ACP] dehydratase (EC 4.2.1.59),- none -, , ,none,none
3-hydroxydecanoyl-[ACP] dehydratase (EC 4.2.1.59),- none -, , ,none,none
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41),- none -, , ,none,none
Dialkylrecorsinol condensing enzyme,- none -, , ,none,none
"Phytoene desaturase, neurosporene or lycopene producing (EC 1.3.-.-)",- none -, , ,none,none
Lysophospholipid acyltransferase,- none -, , ,none,none
Acyl carrier protein,Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)",Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Putative histidine ammonia-lyase protein,- none -, , ,none,none
FIG022199: FAD-binding protein,- none -, , ,none,none
Predicted sodium-dependent galactose transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10),Lactose and Galactose Uptake and Utilization, , ,Di- and oligosaccharides,Carbohydrates
Galactokinase (EC 2.7.1.6),Lactose and Galactose Uptake and Utilization, , ,Di- and oligosaccharides,Carbohydrates
Aldose 1-epimerase (EC 5.1.3.3),Lactose and Galactose Uptake and Utilization, , ,Di- and oligosaccharides,Carbohydrates
"Transcriptional regulator of fucose utilization, GntR family",none, , ,RNA processing and modification,RNA Metabolism
Hypothetical Nudix-like regulator,- none -, , ,none,none
OsmC/Ohr family protein,- none -, , ,none,none
RNA polymerase sigma factor (possible RNA polymerase sigma-24 factor),"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Ribose-phosphate pyrophosphokinase (EC 2.7.6.1),De Novo Purine Biosynthesis; <br>Pentose phosphate pathway, , ,Central carbohydrate metabolism; Purines,Carbohydrates; Nucleosides and Nucleotides
LSU ribosomal protein L25p,Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Peptidyl-tRNA hydrolase (EC 3.1.1.29),Sporulation-associated proteins with broader functions; <br>Translation termination factors bacterial, , ,Dormancy and Sporulation - no subcategory; Protein biosynthesis,Dormancy and Sporulation; Protein Metabolism
Superoxide dismutase [Mn] (EC 1.15.1.1),Oxidative stress, , ,Oxidative stress,Stress Response
Amidophosphoribosyltransferase (EC 2.4.2.14),De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
Ribokinase (EC 2.7.1.15),D-ribose utilization; <br>Deoxyribose and Deoxynucleoside Catabolism, , ,Monosaccharides,Carbohydrates
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Ribonuclease HI (EC 3.1.26.4),CBSS-228410.1.peg.134; <br>CBSS-342610.3.peg.1536; <br>Ribonuclease H, , ,RNA processing and modification,RNA Metabolism
Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2),5-FCL-like protein; <br>De Novo Purine Biosynthesis, , ,Folate and pterines; Purines,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Nucleosides and Nucleotides"
Acyl carrier protein,Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",- none -, , ,none,none
Ribonuclease III (EC 3.1.26.3),"CBSS-176299.4.peg.1292; <br>RNA processing and degradation, bacterial", , ,RNA processing and modification,RNA Metabolism
Pyruvate kinase (EC 2.7.1.40),"Glycolysis and Gluconeogenesis; <br>Pyruvate metabolism I: anaplerotic reactions, PEP", , ,Central carbohydrate metabolism,Carbohydrates
Arylsulfatase (EC 3.1.6.1),Galactosylceramide and Sulfatide metabolism; <br>Sulfatases and sulfatase modifying factor 1, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
Nonspecific acid phosphatase,- none -, , ,none,none
Possible Neuromedin U precursor,- none -, , ,none,none
putative lipoprotein,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Protein involved in meta-pathway of phenol degradation,- none -, , ,none,none
Outer membrane protein/protective antigen OMA87,CBSS-251221.1.peg.1863, , ,none,none
putative metal-dependent membrane protease,Protein degradation, , ,Protein degradation,Protein Metabolism
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Aminopeptidase C (EC 3.4.22.40),Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily / DUF3471 domain,- none -, , ,none,none
"Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage",CBSS-83331.1.peg.3039; <br>Periplasmic Stress Response, , ,Periplasmic Stress,Stress Response
"NADH:flavin oxidoreductases, Old Yellow Enzyme family",- none -, , ,none,none
Putative oxidoreductase,- none -, , ,none,none
Membrane protein mosC,- none -, , ,none,none
Thiamin-regulated outer membrane receptor Omr1,Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory","Cofactors, Vitamins, Prosthetic Groups, Pigments"
Ribosome LSU-associated GTP-binding protein HflX,- none -, , ,none,none
PaaD-like protein (DUF59) involved in Fe-S cluster assembly,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Sulfur acceptor protein => iron-sulfur cluster assembly SufE,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
FIG00656649: hypothetical protein,- none -, , ,none,none
Cysteine desulfurase (EC 2.8.1.7) => SufS,- none -, , ,none,none
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
Iron-sulfur cluster assembly protein SufD,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Iron-sulfur cluster assembly ATPase protein SufC,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
"FMN reductase, NADPH-dependent",- none -, , ,none,none
YoeB toxin protein,Toxin-antitoxin replicon stabilization systems, , ,Programmed Cell Death and Toxin-antitoxin Systems,Regulation and Cell signaling
Iron-sulfur cluster assembly protein SufB,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
probable iron binding protein from the HesB_IscA_SufA family,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
MBL-fold metallo-hydrolase superfamily,- none -, , ,none,none
Protease precursor,Protein degradation, , ,Protein degradation,Protein Metabolism
Zn-dependent aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
UDP-glucose 4-epimerase related protein,- none -, , ,none,none
Transcription-repair coupling factor,Transcription factors bacterial, , ,Transcription,RNA Metabolism
UPF0102 protein YraN,- none -, , ,none,none
Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13),<br>Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids; Metallocarboxypeptidases (EC 3.4.17.-); Protein degradation, , ,Cell Wall and Capsule - no subcategory; Protein degradation,Cell Wall and Capsule; Protein Metabolism
"3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6)",NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"3&#39;,5&#39;-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)",- none -, , ,none,none
Aldehyde dehydrogenase B (EC 1.2.1.22),Methylglyoxal Metabolism, , ,Central carbohydrate metabolism,Carbohydrates
Pectate lyase (EC 4.2.2.2),- none -, , ,none,none
NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
Cold shock protein of CSP family,Phage shock, , ,Cold shock; Stress Response - no subcategory,Stress Response
Aspartyl-tRNA synthetase (EC 6.1.1.12),"tRNA aminoacylation, Asp and Asn", , ,Protein biosynthesis,Protein Metabolism
Thiol:disulfide interchange protein,- none -, , ,none,none
Uncharacterized iron-regulated membrane protein; Iron-uptake factor PiuB,- none -, , ,none,none
putative iron-regulated membrane protein,- none -, , ,none,none
Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61),Dehydrogenase complexes, , ,Central carbohydrate metabolism,Carbohydrates
